temporada|numeroCapitulo|nombreCapitulo|link
1|1|Especial de Navidad|https://www.starplus.com/es-419/video/79529cd0-f1cf-4eec-8b1d-ea1e1b76043b
1|2|Bart, el genio.|https://www.starplus.com/es-419/video/250ca502-751e-4b37-a465-f8b518d76ced
1|3|La odisea de Homer.|https://www.starplus.com/es-419/video/0e8e7f27-0ab2-495f-8254-d99d3c53ce4f
1|4|Una familia modelo|https://www.starplus.com/es-419/video/5e837a36-5db0-451c-82d3-0cca1490f784
1|5|Bart, el general.|https://www.starplus.com/es-419/video/051c32fc-0d9a-4bee-a960-9c6ab85eccdb
1|6|La depresion de Lisa.|https://www.starplus.com/es-419/video/d7502c3a-a254-451a-bdc0-b57e67b1ace4
1|7|El abominable hombre del bosque.|https://www.starplus.com/es-419/video/8d4aad23-2222-4980-af9b-729bc8159898
1|8|El heroe sin cabeza|https://www.starplus.com/es-419/video/8868eddb-224d-4df4-93c2-145abd60270d
1|9|Un momento de decision|https://www.starplus.com/es-419/video/6303b4c8-5e65-46a0-bd51-6460bba86e8e
1|10|Homer se va de juerga.|https://www.starplus.com/es-419/video/084078a6-9f7e-4468-8b33-48ce7fb5c7c0
1|11|Intercambio cultural|https://www.starplus.com/es-419/video/01937c40-fe95-4e8f-aa0d-3933ee3ba378
1|12|Krusty va a la carcel|https://www.starplus.com/es-419/video/829bc530-f7b3-459d-bac1-dc92672c9138
1|13|Una noche encantadora|https://www.starplus.com/es-419/video/332f91c5-2de7-40d2-ac02-9de76820f4f6
2|1|Bart reprueba.|https://www.starplus.com/es-419/video/4050d194-f1a6-47d4-bc1b-76b8245ed113
2|2|Simpson y Dalila.|https://www.starplus.com/es-419/video/243f60de-a36e-49ad-add0-dfc14531cafd
2|3|Especial de Noche de Brujas de Los Simpson: La casita del terror.|https://www.starplus.com/es-419/video/4ec3dd31-0428-40c2-b1e0-b052dfc53fe0
2|4|Dos coches en cada cochera, tres ojos en cada pez.|https://www.starplus.com/es-419/video/de06551c-30d7-44ef-b000-05e29c00eed6
2|5|Homer, el animador.|https://www.starplus.com/es-419/video/ebf614c8-eefe-4cc3-8b26-d898f40faad0
2|6|La sociedad de los golfistas muertos|https://www.starplus.com/es-419/video/142af74a-1149-493c-ad2b-a283c98db66d
2|7|Bart en el día de Acción de Gracias.|https://www.starplus.com/es-419/video/f4dc6ce1-cb9d-49e3-b4d4-2e5f50549812
2|8|Bart el temerario.|https://www.starplus.com/es-419/video/9f790394-88b9-48ac-970c-18d32de46342
2|9|Tommy, Daly y Marge.|https://www.starplus.com/es-419/video/fd366e91-bcd5-4629-83d9-6c6f6739897c
2|10|Bart es atropellado.|https://www.starplus.com/es-419/video/bf571705-b52b-46ae-a9c1-c88d36672839
2|11|Aviso de muerte.|https://www.starplus.com/es-419/video/28244e58-a5dd-4260-a8be-13e2a34d0ba9
2|12|Los años que vivimos.|https://www.starplus.com/es-419/video/1fd08344-aa39-42f3-a056-662aa4835f0f
2|13|No robaras.|https://www.starplus.com/es-419/video/fb653641-23b8-4e9b-a547-0d195f78c33c
2|14|El ultimo tren.|https://www.starplus.com/es-419/video/ce071635-1151-49b0-9168-eda9b55880fa
2|15|Donde estas hermano mio|https://www.starplus.com/es-419/video/78ae94ea-6ac6-4d34-b1a9-031a324f447a
2|16|El perro de Bart reprueba.|https://www.starplus.com/es-419/video/ab2e3441-cb90-4cee-ab57-6f20fa1bfdac
2|17|Nuestros años felices.|https://www.starplus.com/es-419/video/b847307a-cb9d-494a-bb98-12a764168288
2|18|Pinceles con alma.|https://www.starplus.com/es-419/video/8cf507bf-2b25-45d7-84d4-e3f668a68f37
2|19|El Sustituto de Lisa.|https://www.starplus.com/es-419/video/33c5ea7a-09ac-4513-b471-29289dbbc1f9
2|20|La guerra de los Simpson.|https://www.starplus.com/es-419/video/ac3d5ea1-e473-4a79-bfaf-a496a79b2a3b
2|21|Tres hombres y una historieta.|https://www.starplus.com/es-419/video/a1394377-1c23-458d-b91b-18ff12018d47
2|22|Sangre nueva.|https://www.starplus.com/es-419/video/cd94c4b6-8f87-4df0-b709-190eb4f84964
3|1|El patriotismo de Lisa|https://www.starplus.com/es-419/video/30e6b625-ad02-4c52-ba41-571b68eee431
3|2|Cuando Flanders fracasó.|https://www.starplus.com/es-419/video/bba00c31-32ab-4167-9990-d44ca856fb77
3|3|El pequeño padrino.|https://www.starplus.com/es-419/video/062bfbc7-f1ac-4c7f-9ccc-bd2e96fd6da4
3|4|Homero al diccionario.|https://www.starplus.com/es-419/video/03be2e07-7414-436a-9522-e697bd015483
3|5|De tal palo, tal payaso.|https://www.starplus.com/es-419/video/27977583-ce54-45e5-8c9e-3ea55d551a3e
3|6|La casita del terror II.|https://www.starplus.com/es-419/video/1d2183e7-f0c6-4b61-abd7-47688dccfd15
3|7|El poni de Lisa.|https://www.starplus.com/es-419/video/9ce55c08-4635-4cc8-857c-081460a2480e
3|8|Tardes de trueno.|https://www.starplus.com/es-419/video/b1ecdef1-ffef-4cb1-b7cc-3980a258cc69
3|9|La llamarada Moe.|https://www.starplus.com/es-419/video/796cd258-4056-43ab-9268-4932550f11f5
3|10|Burns y los alemanes.|https://www.starplus.com/es-419/video/dd37faf9-f191-4a97-99c4-2cf7e966e441
3|11|Me casé con Marge.|https://www.starplus.com/es-419/video/e7a09c16-34cd-448d-89c8-3a7cd3f1db05
3|12|Bart y la radio.|https://www.starplus.com/es-419/video/4b6bb3d5-cf1f-4edc-a1f5-b619c5d5979f
3|13|El pronostico de Lisa.|https://www.starplus.com/es-419/video/f4faa613-2619-484b-b9d5-84cb7907b60e
3|14|Homero se queda solo.|https://www.starplus.com/es-419/video/affe697b-246e-4e2b-b314-86abb18f51f3
3|15|Bart, el amante.|https://www.starplus.com/es-419/video/8e541791-0374-4447-92d5-427e190347c0
3|16|Homero el bat.|https://www.starplus.com/es-419/video/277c0f29-5036-4ec1-8730-346b62202ec9
3|17|Vocaciones distintas.|https://www.starplus.com/es-419/video/84689699-9a61-4873-9e97-b92fdfdfd912
3|18|Nuestro mejor amigo.|https://www.starplus.com/es-419/video/2d3ca633-e681-408d-b43a-17d34c4e3429
3|19|Homero, el campirano|https://www.starplus.com/es-419/video/dd81dd22-a6d1-490b-9e4d-86b5bf64e2b0
3|20|El viudo negro.|https://www.starplus.com/es-419/video/d5a7bef2-e845-4439-916e-121bb33838c4
3|21|El rock de Otto.|https://www.starplus.com/es-419/video/97b16e5f-ef0a-4bdb-b113-e8ceb248217a
3|22|Milhouse se enamora.|https://www.starplus.com/es-419/video/44f88f5f-ef09-4102-a975-4cc963938ec3
3|23|El es mi hermano.|https://www.starplus.com/es-419/video/7262519a-bba5-44c2-a547-2c812ed2541d
4|1|Kampo Krusty.|https://www.starplus.com/es-419/video/326e39c2-45a8-4781-9931-438ccbcc7f0a
4|2|Un tranvía llamado Marge.|https://www.starplus.com/es-419/video/0e1f575c-eb6e-46d3-8765-d786c3cbe0fc
4|3|Homero hereje.|https://www.starplus.com/es-419/video/1aac9cd6-a6d9-49ea-9ae3-fb1622a811fa
4|4|La reina de la belleza.|https://www.starplus.com/es-419/video/2f06393f-b88c-46b7-bddb-65bdf8172d44
4|5|La casita del terror III.|https://www.starplus.com/es-419/video/540e1a2c-051a-4f48-b5f0-585138090af5
4|6|Tomy y Daly, la pelicula|https://www.starplus.com/es-419/video/8c17cbd3-960b-4157-9792-8d02f0098c59
4|7|Marge consigue un empleo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|8|La chica nueva del barrio.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|9|El Sr. Quitanieves.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|10|La primera palabra de Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|11|El triple bypass de Homer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|12|Marge contra el monorraíl.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|13|La elección de Selma.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|14|Hermano del mismo planeta.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|15|Yo amo a Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|16|Sin Duff.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|17|Último tren a Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|18|Éste es el resultado: Retrospectiva de los Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|19|La tapadera.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|20|El día del apaleamiento.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|21|Marge encadenada.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
4|22|Krusty es kancelado.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|1|El cuarteto de Homero.|https://www.starplus.com/es-419/video/39346307-4dbb-45e8-a765-4ed555bb1e03
5|2|El cabo de miedosos.|https://www.starplus.com/es-419/video/1640880f-154b-4c5e-94fe-cb86bb7e6970
5|3|Homer va a la universidad.|https://www.starplus.com/es-419/video/166f1ff9-be98-453d-a3cd-6d80943efff3
5|4|El oso de Burns.|https://www.starplus.com/es-419/video/39559a2c-6bec-48fc-b080-be4a7c3e4045
5|5|La casita del terror IV.|https://www.starplus.com/es-419/video/33dfa7a1-fe6f-4466-a87d-9bf43a8be7cd
5|6|Marge se da a la fuga.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|7|El niño que hay en Bart.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|8|Explorador de incógnito.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|9|La última tentación de Homer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|10|$pringfield próspero.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|11|Homer, el vigilante.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|12|Bart se hace famoso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|13|Homer y Apu.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|14|Lisa contra Stacy Malibú.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|15|Homer en el espacio exterior.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|16|Homer ama a Flanders.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|17|A Bart le regalan un elefante.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|18|El heredero de Burns.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|19|La canción ruda del dulce Seymour Skinner.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|20|El niño que sabía demasiado.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|21|El amante de Madame Bouvier.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
5|22|Secretos de un matrimonio con éxito.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|1|El diabolico Bart.|https://www.starplus.com/es-419/video/e0db43b4-b127-4792-9ba6-caf3fdba9189
6|2|La rival de Lisa.|https://www.starplus.com/es-419/video/3c568ad6-485c-4d21-b020-38c786694561
6|3|Recuerdos de amor.|https://www.starplus.com/es-419/video/feda9375-d929-429a-9435-b1cd5d101222
6|4|La tierra de Tomy y Daly.|https://www.starplus.com/es-419/video/916ceda9-c787-4d02-9b7f-dc39a0840d5d
6|5|El regreso de Bob Patiño|https://www.starplus.com/es-419/video/40520eb0-dffb-4f80-bb22-2ddb42f54b0c
6|6|La casa-árbol del terror V.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|7|La novia de Bart.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|8|Lisa sobre hielo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|9|Homer, hombre malo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|10|El abuelo contra la impotencia sexual.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|11|Miedo a volar.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|12|Homer, el grande.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|13|Y con Maggie, tres.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|14|El cometa de Bart.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|15|Homie, el payaso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|16|Bart contra Australia.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|17|Homer contra Patty y Selma.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|18|Ha nacido una estrella.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|19|La boda de Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|20|Dos docenas y un galgo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|21|Disolución del Consejo Escolar.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|22|Alrededor de Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|23|Springfield Connection.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|24|El limonero de Troya.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
6|25|¿Quién disparó al Sr. Burns? (primera parte).|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|1|¿Quien mato al Sr. Burns? (segunda parte).|https://www.starplus.com/es-419/video/af6bd0ea-9f03-4291-9224-de834958b1a1
7|2|El hombre Radiactivo.|https://www.starplus.com/es-419/video/2895e8ae-b98c-43e8-8da0-8015832768f6
7|3|Hogar, dulce hogarcirijillo.|https://www.starplus.com/es-419/video/85ae1888-ba11-43e6-a617-badff0685aad
7|4|Bart vende su alma.|https://www.starplus.com/es-419/video/9168c65f-2ea7-46de-aef9-14c518a5f597
7|5|Lisa, la vegetariana.|https://www.starplus.com/es-419/video/18076697-c44b-4d5d-a4cd-e12fe07b924e
7|6|La casa-árbol del terror VI.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|7|Homer tamaño king-size.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|8|Madre Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|9|El último resplandor del actor secundario Bob.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|10|¡Espectacular episodio número 138!|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|11|Marge, no seas orgullosa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|12|Equipo Homer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|13|Dos malos vecinos.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|14|Escenas de la lucha de clases en Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|15|Bart, el soplón.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|16|Lisa, la iconoclasta.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|17|Homer, el Smithers.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|18|El día que murió la violencia.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|19|Un pez llamado Selma.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|20|Bart en la carretera.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|21|22 cortometrajes sobre Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|22|El furioso Abe Simpson y su descentrado descendiente en la maldición del pez volador.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|23|Mucho Apu y pocas nueces.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|24|Homerpalooza.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
7|25|Verano de un metro y medio.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|1|La casita del terror VII.|https://www.starplus.com/es-419/video/50a03393-e5f7-4a07-b0a2-538ab3b16b51
8|2|Sólo se muda dos veces.|https://www.starplus.com/es-419/video/4bbad88a-4a1b-4881-9c0e-b78d8c703e7d
8|3|Homero por el campeonato.|https://www.starplus.com/es-419/video/13979608-127b-4a93-b1ee-1fbd178019fd
8|4|Papi Burns.|https://www.starplus.com/es-419/video/f8925031-3dda-44a5-8210-d0241c05795b
8|5|Bart de noche.|https://www.starplus.com/es-419/video/992e892f-0acd-4d25-8e40-fef5704efc7b
8|6|Milhouse dividido.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|7|La cita de Lisa con lo espeso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|8|Huracán Neddy.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|9|El misterioso viaje de Homer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|10|Los expedientes Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|11|El retorcido mundo de Marge Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|12|La montaña de la locura.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|13|Simpsoncalifragilisticoespialid...¡oh!so.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|14|El show de Pica y Rasca y Poochie.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|15|Homer-fobia.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|16|El hermano de otra serie.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|17|Mi hermana, mi canguro.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|18|Homer contra la decimoctava enmienda.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|19|Escuela primaria confidencial.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|20|El motín canino.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|21|El viejo y Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|22|En Marge, confiamos.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|23|El enemigo de Homer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|24|Las series secuela de los Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
8|25|La guerra secreta de Lisa Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|1|La ciudad de Nueva York contra Homer Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|2|El director y el pillo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|3|El saxo de Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|4|La casa-árbol del terror VIII.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|5|La familia Cartridge.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|6|Bart star.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|7|Las dos señoras Nahasapeemapetilon.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|8|Lisa, la escéptica.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|9|Bocados inmobiliarios.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|10|El milagro de Evergreen Terrace.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|11|Todo canciones, todo bailes.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|12|Bart feriante.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|13|La alegría de la secta.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|14|Das Bus.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|15|La última tentación de Krusty.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|16|Boda indemnización.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|17|Lisa, la Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|18|El pequeño Wiggy.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|19|La marea Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|20|El problema con los trillones.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|21|Edición aniñada.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|22|Residuos titánicos.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|23|El rey de la montaña.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|24|Perdemos a nuestra Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
9|25|Margie, ¿puedo acostarme con el peligro?|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|1|La grasa del baile.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|2|El mago de Evergreen Terrace.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|3|Bart, la madre.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|4|La casa-árbol del terror IX.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|5|Cuando criticas a una estrella.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|6|¡Oh! En el viento.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|7|Lisa obtiene una matrícula.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|8|Homer Simpson en: 'Problemas de riñón'.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|9|El alcalde y la mafia.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|10|Viva Ned Flanders.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|11|Los Barts salvajes no pueden romperse.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|12|Domingo, horrible domingo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|13|Homer al máximo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|14|Apoyo a Cupido.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|15|Marge Simpson en: 'Cólera al volante'.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|16|Dejad sitio a Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|17|Máximo Homer-esfuerzo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|18|Historias bíblicas de los Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|19|Mamá y el arte de papá.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|20|El viejo y el alumno insolente.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|21|Monty no puede comprar mi amor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|22|Salvaron el cerebro de Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
10|23|Treinta minutos sobre Tokio.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
11|1|Más allá de la cúpula del fracaso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
11|2|La ayudita del hermano.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
